timestamp,junction_id,vehicle_count,avg_speed,weather,day_of_week,is_holiday,hour
2025-01-01 10:00:00,4,80,17.0,Cloudy,2,0,10
2025-01-01 11:00:00,1,56,31.1,Cloudy,2,0,11
2025-01-01 11:00:00,2,66,200,Cloudy,2,0,11
2025-01-01 11:00:00,3,44,37.5,Cloudy,2,0,11
2025-01-01 11:00:00,4,78,31.8,Cloudy,2,0,11
2025-01-01 12:00:00,1,64,44.4,Clear,2,0,12
2025-01-01 12:00:00,2,55,40.3,Clear,2,0,12
2025-01-01 12:00:00,3,60,45.5,Clear,2,0,12
2025-01-01 12:00:00,4,79,29.7,Clear,2,0,12
2025-01-01 13:00:00,1,93,30.0,Cloudy,2,0,13
2025-01-01 13:00:00,2,79,22.2,Cloudy,2,0,13
2025-01-01 13:00:00,3,69,34.7,Cloudy,2,0,13
2025-01-01 13:00:00,4,56,43.6,Cloudy,2,0,13
2025-01-01 14:00:00,1,83,24.6,Cloudy,2,0,14
2025-01-01 14:00:00,2,49,34.9,Cloudy,2,0,14
2025-01-01 14:00:00,3,69,30.9,Cloudy,2,0,14
2025-01-01 14:00:00,4,63,34.4,Cloudy,2,0,14
2025-01-01 15:00:00,1,56,39.6,Cloudy,2,0,15
2025-01-01 15:00:00,2,31,50.6,Cloudy,2,0,15
2025-01-01 15:00:00,3,40,41.8,Cloudy,2,0,15
2025-01-01 15:00:00,4,43,41.8,Cloudy,2,0,15
2025-01-01 16:00:00,1,98,22.7,Cloudy,2,0,16
2025-01-01 16:00:00,2,62,30.4,Cloudy,2,0,16
2025-01-01 16:00:00,3,61,32.3,Cloudy,2,0,16
2025-01-01 16:00:00,4,67,,Cloudy,2,0,16
2025-01-01 17:00:00,1,147,12.4,Clear,2,0,17
2025-01-01 17:00:00,2,71,34.0,Clear,2,0,17
2025-01-01 17:00:00,3,101,15.3,Clear,2,0,17
2025-01-01 17:00:00,4,133,5,Clear,2,0,17
2025-01-01 18:00:00,1,124,9.0,Cloudy,2,0,18
2025-01-01 18:00:00,2,111,20.2,Cloudy,2,0,18
2025-01-01 18:00:00,3,124,11.8,Cloudy,2,0,18
2025-01-01 18:00:00,4,161,5,Cloudy,2,0,18
2025-01-01 19:00:00,1,126,5,Clear,2,0,19
2025-01-01 19:00:00,2,88,22.7,Clear,2,0,19
2025-01-01 19:00:00,3,81,23.0,Clear,2,0,19
2025-01-01 19:00:00,4,128,9.6,Clear,2,0,19
2025-01-01 20:00:00,1,96,22.0,Cloudy,2,0,20
2025-01-01 20:00:00,2,65,23.3,Cloudy,2,0,20
2025-01-01 20:00:00,3,66,31.9,Cloudy,2,0,20
2025-01-01 20:00:00,4,81,25.2,Cloudy,2,0,20
2025-01-01 21:00:00,1,53,44.1,Cloudy,2,0,21
2025-01-01 21:00:00,2,47,44.9,Cloudy,2,0,21
2025-01-01 21:00:00,3,29,35.2,Cloudy,2,0,21
2025-01-01 21:00:00,4,42,39.5,Cloudy,2,0,21
2025-01-01 22:00:00,1,38,38.3,Cloudy,2,0,22
2025-01-01 22:00:00,2,33,37.3,Cloudy,2,0,22
2025-01-01 22:00:00,3,24,43.0,Cloudy,2,0,22
2025-01-01 22:00:00,4,27,45.4,Cloudy,2,0,22
2025-01-01 23:00:00,1,26,52.2,Cloudy,2,0,23
2025-01-01 23:00:00,2,20,51.1,Cloudy,2,0,23
2025-01-01 23:00:00,3,16,,Cloudy,2,0,23
2025-01-01 23:00:00,4,17,45.1,Cloudy,2,0,23
2025-01-02 00:00:00,1,18,48.8,Clear,3,0,0
2025-01-02 00:00:00,2,14,49.9,Clear,3,0,0
2025-01-02 00:00:00,3,13,57.2,Clear,3,0,0
2025-01-02 00:00:00,4,13,55.6,Clear,3,0,0
2025-01-02 01:00:00,1,,45.4,Light Rain,3,0,1
2025-01-02 01:00:00,2,9,43.1,Light Rain,3,0,1
2025-01-02 01:00:00,3,9,43.1,Light Rain,3,0,1
2025-01-02 01:00:00,4,10,45.8,Light Rain,3,0,1
2025-01-02 02:00:00,1,17,64.9,Cloudy,3,0,2
2025-01-02 02:00:00,2,16,56.6,Cloudy,3,0,2
2025-01-02 02:00:00,3,13,58.3,Cloudy,3,0,2
2025-01-02 02:00:00,4,19,-5,Cloudy,3,0,2
2025-01-02 03:00:00,1,15,43.4,Light Rain,3,0,3
2025-01-02 03:00:00,2,12,47.3,Light Rain,3,0,3
2025-01-02 03:00:00,3,12,46.0,Light Rain,3,0,3
2025-01-02 03:00:00,4,15,38.0,Light Rain,3,0,3
2025-01-02 04:00:00,1,14,45.4,Light Rain,3,0,4
2025-01-02 04:00:00,2,12,38.7,Light Rain,3,0,4
2025-01-02 04:00:00,3,11,44.1,Light Rain,3,0,4
2025-01-02 04:00:00,4,15,47.5,Light Rain,3,0,4
2025-01-02 05:00:00,1,19,41.0,Light Rain,3,0,5
2025-01-02 05:00:00,2,11,46.9,Light Rain,3,0,5
2025-01-02 05:00:00,3,12,45.8,Light Rain,3,0,5
2025-01-02 05:00:00,4,19,42.0,Light Rain,3,0,5
2025-01-02 06:00:00,1,30,38.9,Light Rain,3,0,6
2025-01-02 06:00:00,2,23,40.7,Light Rain,3,0,6
2025-01-02 06:00:00,3,25,40.4,Light Rain,3,0,6
2025-01-02 06:00:00,4,26,37.8,Light Rain,3,0,6
2025-01-02 07:00:00,1,41,35.6,Light Rain,3,0,7
2025-01-02 07:00:00,2,39,36.7,Light Rain,3,0,7
2025-01-02 07:00:00,3,34,37.4,Light Rain,3,0,7
2025-01-02 07:00:00,4,48,29.4,Light Rain,3,0,7
2025-01-02 08:00:00,1,116,5,Light Rain,3,0,8
2025-01-02 08:00:00,2,64,31.6,Light Rain,3,0,8
2025-01-02 08:00:00,3,59,27.2,Light Rain,3,0,8
2025-01-02 08:00:00,4,98,21.2,Light Rain,3,0,8
2025-01-02 09:00:00,1,122,8.7,Light Rain,3,0,9
2025-01-02 09:00:00,2,99,18.0,Light Rain,3,0,9
2025-01-02 09:00:00,3,90,16.2,Light Rain,3,0,9
2025-01-02 09:00:00,4,100,18.8,Light Rain,3,0,9
2025-01-02 10:00:00,1,105,19.2,Clear,3,0,10
2025-01-02 10:00:00,2,82,32.3,Clear,3,0,10
2025-01-02 10:00:00,3,61,40.7,Clear,3,0,10
2025-01-02 10:00:00,4,74,32.3,Clear,3,0,10
2025-01-02 11:00:00,1,44,23.1,Heavy Rain,3,0,11
2025-01-02 11:00:00,2,39,24.4,Heavy Rain,3,0,11
2025-01-02 11:00:00,3,27,26.5,Heavy Rain,3,0,11
2025-01-02 11:00:00,4,37,17.6,Heavy Rain,3,0,11
2025-01-02 12:00:00,1,63,35.0,Light Rain,3,0,12
2025-01-02 12:00:00,2,48,26.6,Light Rain,3,0,12
2025-01-02 12:00:00,3,43,33.2,Light Rain,3,0,12
2025-01-02 12:00:00,4,49,33.7,Light Rain,3,0,12
2025-01-02 13:00:00,1,91,26.5,Light Rain,3,0,13
2025-01-02 13:00:00,2,63,23.6,Light Rain,3,0,13
2025-01-02 13:00:00,3,50,28.4,Light Rain,3,0,13
2025-01-02 13:00:00,4,68,28.3,Light Rain,3,0,13
2025-01-02 14:00:00,1,51,36.0,Light Rain,3,0,14
2025-01-02 14:00:00,2,38,32.2,Light Rain,3,0,14
2025-01-02 14:00:00,3,43,35.1,Light Rain,3,0,14
2025-01-02 14:00:00,4,45,32.7,Light Rain,3,0,14
2025-01-02 15:00:00,1,45,25.4,Light Rain,3,0,15
2025-01-02 15:00:00,2,35,42.8,Light Rain,3,0,15
2025-01-02 15:00:00,3,37,35.7,Light Rain,3,0,15
2025-01-02 15:00:00,4,57,27.8,Light Rain,3,0,15
2025-01-02 16:00:00,1,77,24.5,Light Rain,3,0,16
2025-01-02 16:00:00,2,43,32.5,Light Rain,3,0,16
2025-01-02 16:00:00,3,43,32.4,Light Rain,3,0,16
2025-01-02 16:00:00,4,75,29.1,Light Rain,3,0,16
2025-01-02 17:00:00,1,140,7.7,Clear,3,0,17
2025-01-02 17:00:00,2,83,23.8,Clear,3,0,17
2025-01-02 17:00:00,3,81,24.0,Clear,3,0,17
2025-01-02 17:00:00,4,104,19.5,Clear,3,0,17
2025-01-02 18:00:00,1,128,5,Clear,3,0,18
2025-01-02 18:00:00,2,96,21.4,Clear,3,0,18
2025-01-02 18:00:00,3,74,27.2,Clear,3,0,18
2025-01-02 18:00:00,4,106,22.4,Clear,3,0,18
2025-01-02 19:00:00,1,100,16.3,Light Rain,3,0,19
2025-01-02 19:00:00,2,85,21.8,Light Rain,3,0,19
2025-01-02 19:00:00,3,92,11.8,Light Rain,3,0,19
2025-01-02 19:00:00,4,92,20.3,Light Rain,3,0,19
2025-01-02 20:00:00,1,63,27.2,Light Rain,3,0,20
2025-01-02 20:00:00,2,53,25.5,Light Rain,3,0,20
2025-01-02 20:00:00,3,46,32.4,Light Rain,3,0,20
2025-01-02 20:00:00,4,62,30.2,Light Rain,3,0,20
2025-01-02 21:00:00,1,44,43.9,Cloudy,3,0,21
2025-01-02 21:00:00,2,29,40.4,Cloudy,3,0,21
2025-01-02 21:00:00,3,29,47.7,Cloudy,3,0,21
2025-01-02 21:00:00,4,43,42.6,Cloudy,3,0,21
2025-01-02 22:00:00,1,31,37.9,Light Rain,3,0,22
2025-01-02 22:00:00,2,22,42.9,Light Rain,3,0,22
2025-01-02 22:00:00,3,21,46.4,Light Rain,3,0,22
2025-01-02 22:00:00,4,22,42.7,Light Rain,3,0,22
2025-01-02 23:00:00,1,16,46.8,Light Rain,3,0,23
2025-01-02 23:00:00,2,12,40.6,Light Rain,3,0,23
2025-01-02 23:00:00,3,14,47.4,Light Rain,3,0,23
2025-01-02 23:00:00,4,13,40.2,Light Rain,3,0,23
2025-01-03 00:00:00,1,19,55.5,Clear,4,0,0
2025-01-03 00:00:00,2,13,50.8,Clear,4,0,0
2025-01-03 00:00:00,3,9,44.9,Clear,4,0,0
2025-01-03 00:00:00,4,13,56.2,Clear,4,0,0
2025-01-03 01:00:00,1,23,49.3,Cloudy,4,0,1
2025-01-03 01:00:00,2,13,49.5,Cloudy,4,0,1
2025-01-03 01:00:00,3,16,47.6,Cloudy,4,0,1
2025-01-03 01:00:00,4,13,54.7,Cloudy,4,0,1
2025-01-03 02:00:00,1,19,41.6,Light Rain,4,0,2
2025-01-03 02:00:00,2,13,37.9,Light Rain,4,0,2
2025-01-03 02:00:00,3,9,43.7,Light Rain,4,0,2
2025-01-03 02:00:00,4,15,44.5,Light Rain,4,0,2
2025-01-03 03:00:00,1,23,53.7,Cloudy,4,0,3
2025-01-03 03:00:00,2,18,55.5,Cloudy,4,0,3
2025-01-03 03:00:00,3,,47.5,Cloudy,4,0,3
2025-01-03 03:00:00,4,18,47.1,Cloudy,4,0,3
2025-01-03 04:00:00,1,15,49.4,Cloudy,4,0,4
2025-01-03 04:00:00,2,14,50.1,Cloudy,4,0,4
2025-01-03 04:00:00,3,14,50.3,Cloudy,4,0,4
2025-01-03 04:00:00,4,18,41.8,Cloudy,4,0,4
2025-01-03 05:00:00,1,22,55.4,Cloudy,4,0,5
2025-01-03 05:00:00,2,13,52.0,Cloudy,4,0,5
2025-01-03 05:00:00,3,16,52.7,Cloudy,4,0,5
2025-01-03 05:00:00,4,19,51.2,Cloudy,4,0,5
2025-01-03 06:00:00,1,25,22.3,Heavy Rain,4,0,6
2025-01-03 06:00:00,2,16,30.2,Heavy Rain,4,0,6
2025-01-03 06:00:00,3,14,31.2,Heavy Rain,4,0,6
2025-01-03 06:00:00,4,19,25.7,Heavy Rain,4,0,6
2025-01-03 07:00:00,1,30,24.6,Heavy Rain,4,0,7
2025-01-03 07:00:00,2,23,25.0,Heavy Rain,4,0,7
2025-01-03 07:00:00,3,-10,25.7,Heavy Rain,4,0,7
2025-01-03 07:00:00,4,25,29.5,Heavy Rain,4,0,7
2025-01-03 08:00:00,1,132,6.4,Cloudy,4,0,8
2025-01-03 08:00:00,2,85,25.6,Cloudy,4,0,8
2025-01-03 08:00:00,3,79,19.3,Cloudy,4,0,8
2025-01-03 08:00:00,4,110,22.6,Cloudy,4,0,8
2025-01-03 09:00:00,1,102,16.2,Light Rain,4,0,9
2025-01-03 09:00:00,2,49,31.2,Light Rain,4,0,9
2025-01-03 09:00:00,3,67,32.0,Light Rain,4,0,9
2025-01-03 09:00:00,4,122,5,Light Rain,4,0,9
2025-01-03 10:00:00,1,130,5,Cloudy,4,0,10
2025-01-03 10:00:00,2,93,16.3,Cloudy,4,0,10
2025-01-03 10:00:00,3,67,28.5,Cloudy,4,0,10
2025-01-03 10:00:00,4,67,45.0,Cloudy,4,0,10
2025-01-03 11:00:00,1,57,41.8,Cloudy,4,0,11
2025-01-03 11:00:00,2,54,35.2,Cloudy,4,0,11
2025-01-03 11:00:00,3,39,39.5,Cloudy,4,0,11
2025-01-03 11:00:00,4,51,35.0,Cloudy,4,0,11
2025-01-03 12:00:00,1,64,32.7,Cloudy,4,0,12
2025-01-03 12:00:00,2,65,32.2,Cloudy,4,0,12
2025-01-03 12:00:00,3,36,46.3,Cloudy,4,0,12
2025-01-03 12:00:00,4,63,37.0,Cloudy,4,0,12
2025-01-03 13:00:00,1,114,10.7,Cloudy,4,0,13
2025-01-03 13:00:00,2,86,30.8,Cloudy,4,0,13
2025-01-03 13:00:00,3,53,34.8,Cloudy,4,0,13
2025-01-03 13:00:00,4,63,31.8,Cloudy,4,0,13
2025-01-03 14:00:00,1,70,26.4,Cloudy,4,0,14
2025-01-03 14:00:00,2,66,30.9,Cloudy,4,0,14
2025-01-03 14:00:00,3,55,39.7,Cloudy,4,0,14
2025-01-03 14:00:00,4,70,27.4,Cloudy,4,0,14
2025-01-03 15:00:00,1,53,36.8,Cloudy,4,0,15
2025-01-03 15:00:00,2,35,38.1,Cloudy,4,0,15
2025-01-03 15:00:00,3,35,38.9,Cloudy,4,0,15
2025-01-03 15:00:00,4,41,41.5,Cloudy,4,0,15
2025-01-03 16:00:00,1,83,27.2,Cloudy,4,0,16
2025-01-03 16:00:00,2,58,32.4,Cloudy,4,0,16
2025-01-03 16:00:00,3,64,36.0,Cloudy,4,0,16
2025-01-03 16:00:00,4,75,30.6,Cloudy,4,0,16
2025-01-03 17:00:00,1,142,6.6,Cloudy,4,0,17
2025-01-03 17:00:00,2,84,24.6,Cloudy,4,0,17
2025-01-03 17:00:00,3,101,17.9,Cloudy,4,0,17
2025-01-03 17:00:00,4,106,12.3,Cloudy,4,0,17
2025-01-03 18:00:00,1,158,5,Cloudy,4,0,18
2025-01-03 18:00:00,2,139,6.7,Cloudy,4,0,18
2025-01-03 18:00:00,3,141,12.2,Cloudy,4,0,18
2025-01-03 18:00:00,4,139,5,Cloudy,4,0,18
2025-01-03 19:00:00,1,110,16.1,Cloudy,4,0,19
2025-01-03 19:00:00,2,126,21.5,Cloudy,4,0,19
2025-01-03 19:00:00,3,70,28.9,Cloudy,4,0,19
2025-01-03 19:00:00,4,140,5,Cloudy,4,0,19
2025-01-03 20:00:00,1,106,15.0,Cloudy,4,0,20
2025-01-03 20:00:00,2,71,35.9,Cloudy,4,0,20
2025-01-03 20:00:00,3,79,,Cloudy,4,0,20
2025-01-03 20:00:00,4,70,25.9,Cloudy,4,0,20
2025-01-03 21:00:00,1,50,44.3,Clear,4,0,21
2025-01-03 21:00:00,2,41,41.2,Clear,4,0,21
2025-01-03 21:00:00,3,31,41.2,Clear,4,0,21
2025-01-03 21:00:00,4,48,40.1,Clear,4,0,21
2025-01-03 22:00:00,1,46,36.1,Cloudy,4,0,22
2025-01-03 22:00:00,2,36,42.2,Cloudy,4,0,22
2025-01-03 22:00:00,3,25,43.2,Cloudy,4,0,22
2025-01-03 22:00:00,4,22,46.0,Cloudy,4,0,22
2025-01-03 23:00:00,1,19,44.7,Cloudy,4,0,23
2025-01-03 23:00:00,2,,54.6,Cloudy,4,0,23
2025-01-03 23:00:00,3,18,46.3,Cloudy,4,0,23
2025-01-03 23:00:00,4,14,43.4,Cloudy,4,0,23
2025-01-04 00:00:00,1,13,35.2,Heavy Rain,5,0,0
2025-01-04 00:00:00,2,5,32.1,Heavy Rain,5,0,0
2025-01-04 00:00:00,3,7,30.9,Heavy Rain,5,0,0
2025-01-04 00:00:00,4,6,31.9,Heavy Rain,5,0,0
2025-01-04 01:00:00,1,10,31.3,Heavy Rain,5,0,1
2025-01-04 01:00:00,2,9,29.3,Heavy Rain,5,0,1
2025-01-04 01:00:00,3,9,33.1,Heavy Rain,5,0,1
2025-01-04 01:00:00,4,10,32.8,Heavy Rain,5,0,1
2025-01-04 02:00:00,1,20,47.8,Cloudy,5,0,2
2025-01-04 02:00:00,2,18,45.6,Cloudy,5,0,2
2025-01-04 02:00:00,3,13,49.9,Cloudy,5,0,2
2025-01-04 02:00:00,4,15,54.3,Cloudy,5,0,2
2025-01-04 03:00:00,1,11,25.0,Heavy Rain,5,0,3
2025-01-04 03:00:00,2,8,30.9,Heavy Rain,5,0,3
2025-01-04 03:00:00,3,7,34.4,Heavy Rain,5,0,3
2025-01-04 03:00:00,4,7,31.1,Heavy Rain,5,0,3
2025-01-04 04:00:00,1,12,26.2,Heavy Rain,5,0,4
2025-01-04 04:00:00,2,10,31.5,Heavy Rain,5,0,4
2025-01-04 04:00:00,3,8,31.0,Heavy Rain,5,0,4
2025-01-04 04:00:00,4,9,28.7,Heavy Rain,5,0,4
2025-01-04 05:00:00,1,10,27.1,Heavy Rain,5,0,5
2025-01-04 05:00:00,2,500,30.7,Heavy Rain,5,0,5
2025-01-04 05:00:00,3,6,32.7,Heavy Rain,5,0,5
2025-01-04 05:00:00,4,10,32.3,Heavy Rain,5,0,5
2025-01-04 06:00:00,1,40,22.0,Heavy Rain,5,0,6
2025-01-04 06:00:00,2,20,23.7,Heavy Rain,5,0,6
2025-01-04 06:00:00,3,21,23.6,Heavy Rain,5,0,6
2025-01-04 06:00:00,4,22,26.5,Heavy Rain,5,0,6
2025-01-04 07:00:00,1,31,25.8,Heavy Rain,5,0,7
2025-01-04 07:00:00,2,31,29.9,Heavy Rain,5,0,7
2025-01-04 07:00:00,3,22,30.4,Heavy Rain,5,0,7
2025-01-04 07:00:00,4,29,26.1,Heavy Rain,5,0,7
2025-01-04 08:00:00,1,60,39.1,Clear,5,0,8
2025-01-04 08:00:00,2,47,42.7,Clear,5,0,8
2025-01-04 08:00:00,3,47,40.3,Clear,5,0,8
2025-01-04 08:00:00,4,64,37.7,Clear,5,0,8
2025-01-04 09:00:00,1,47,18.1,Heavy Rain,5,0,9
2025-01-04 09:00:00,2,33,27.0,Heavy Rain,5,0,9
2025-01-04 09:00:00,3,31,28.6,Heavy Rain,5,0,9
2025-01-04 09:00:00,4,42,21.4,Heavy Rain,5,0,9
2025-01-04 10:00:00,1,61,19.9,Heavy Rain,5,0,10
2025-01-04 10:00:00,2,40,27.7,Heavy Rain,5,0,10
2025-01-04 10:00:00,3,36,21.9,Heavy Rain,5,0,10
2025-01-04 10:00:00,4,43,24.7,Heavy Rain,5,0,10
2025-01-04 11:00:00,1,38,23.9,Heavy Rain,5,0,11
2025-01-04 11:00:00,2,47,25.6,Heavy Rain,5,0,11
2025-01-04 11:00:00,3,44,24.8,Heavy Rain,5,0,11
2025-01-04 11:00:00,4,,23.6,Heavy Rain,5,0,11
2025-01-04 12:00:00,1,51,19.0,Heavy Rain,5,0,12
2025-01-04 12:00:00,2,42,27.6,Heavy Rain,5,0,12
2025-01-04 12:00:00,3,43,22.8,Heavy Rain,5,0,12
2025-01-04 12:00:00,4,67,22.4,Heavy Rain,5,0,12
2025-01-04 13:00:00,1,45,19.9,Heavy Rain,5,0,13
2025-01-04 13:00:00,2,57,19.4,Heavy Rain,5,0,13
2025-01-04 13:00:00,3,34,22.2,Heavy Rain,5,0,13
2025-01-04 13:00:00,4,37,23.8,Heavy Rain,5,0,13
2025-01-04 14:00:00,1,83,13.1,Light Rain,5,0,14
2025-01-04 14:00:00,2,51,27.2,Light Rain,5,0,14
2025-01-04 14:00:00,3,61,31.6,Light Rain,5,0,14
2025-01-04 14:00:00,4,53,27.7,Light Rain,5,0,14
2025-01-04 15:00:00,1,42,24.4,Heavy Rain,5,0,15
2025-01-04 15:00:00,2,29,29.9,Heavy Rain,5,0,15
2025-01-04 15:00:00,3,26,30.6,Heavy Rain,5,0,15
2025-01-04 15:00:00,4,48,21.4,Heavy Rain,5,0,15
2025-01-04 16:00:00,1,39,24.3,Heavy Rain,5,0,16
2025-01-04 16:00:00,2,33,25.4,Heavy Rain,5,0,16
2025-01-04 16:00:00,3,33,25.6,Heavy Rain,5,0,16
2025-01-04 16:00:00,4,37,26.4,Heavy Rain,5,0,16
2025-01-04 17:00:00,1,45,21.6,Heavy Rain,5,0,17
2025-01-04 17:00:00,2,32,26.1,Heavy Rain,5,0,17
2025-01-04 17:00:00,3,19,31.0,Heavy Rain,5,0,17
2025-01-04 17:00:00,4,31,23.2,Heavy Rain,5,0,17
2025-01-04 18:00:00,1,39,23.5,Heavy Rain,5,0,18
2025-01-04 18:00:00,2,26,26.5,Heavy Rain,5,0,18
2025-01-04 18:00:00,3,20,22.1,Heavy Rain,5,0,18
2025-01-04 18:00:00,4,31,22.2,Heavy Rain,5,0,18
2025-01-04 19:00:00,1,21,29.6,Heavy Rain,5,0,19
2025-01-04 19:00:00,2,24,25.2,Heavy Rain,5,0,19
2025-01-04 19:00:00,3,18,25.6,Heavy Rain,5,0,19
2025-01-04 19:00:00,4,24,31.0,Heavy Rain,5,0,19
2025-01-04 20:00:00,1,19,27.6,Heavy Rain,5,0,20
2025-01-04 20:00:00,2,14,28.1,Heavy Rain,5,0,20
2025-01-04 20:00:00,3,17,37.0,Heavy Rain,5,0,20
2025-01-04 20:00:00,4,19,24.9,Heavy Rain,5,0,20
2025-01-04 21:00:00,1,17,31.8,Heavy Rain,5,0,21
2025-01-04 21:00:00,2,12,30.7,Heavy Rain,5,0,21
2025-01-04 21:00:00,3,8,30.9,Heavy Rain,5,0,21
2025-01-04 21:00:00,4,12,29.1,Heavy Rain,5,0,21
2025-01-04 22:00:00,1,10,30.9,Heavy Rain,5,0,22
2025-01-04 22:00:00,2,6,29.4,Heavy Rain,5,0,22
2025-01-04 22:00:00,3,6,28.9,Heavy Rain,5,0,22
2025-01-04 22:00:00,4,10,32.5,Heavy Rain,5,0,22
2025-01-04 23:00:00,1,9,28.8,Heavy Rain,5,0,23
2025-01-04 23:00:00,2,9,33.1,Heavy Rain,5,0,23
2025-01-04 23:00:00,3,5,30.5,Heavy Rain,5,0,23
2025-01-04 23:00:00,4,11,35.5,Heavy Rain,5,0,23
2025-01-05 00:00:00,1,15,51.3,Clear,6,0,0
2025-01-05 00:00:00,2,16,59.2,Clear,6,0,0
2025-01-05 00:00:00,3,12,63.7,Clear,6,0,0
2025-01-05 00:00:00,4,15,52.3,Clear,6,0,0
2025-01-05 01:00:00,1,17,54.5,Clear,6,0,1
2025-01-05 01:00:00,2,15,53.1,Clear,6,0,1
2025-01-05 01:00:00,3,16,59.7,Clear,6,0,1
2025-01-05 01:00:00,4,15,50.6,Clear,6,0,1
2025-01-05 02:00:00,1,15,52.6,Clear,6,0,2
2025-01-05 02:00:00,2,17,51.4,Clear,6,0,2
2025-01-05 02:00:00,3,12,56.1,Clear,6,0,2
2025-01-05 02:00:00,4,18,56.3,Clear,6,0,2
2025-01-05 03:00:00,1,17,49.7,Clear,6,0,3
2025-01-05 03:00:00,2,14,46.7,Clear,6,0,3
2025-01-05 03:00:00,3,16,46.5,Clear,6,0,3
2025-01-05 03:00:00,4,19,45.2,Clear,6,0,3
2025-01-05 04:00:00,1,18,59.0,Clear,6,0,4
2025-01-05 04:00:00,2,15,52.5,Clear,6,0,4
2025-01-05 04:00:00,3,14,59.0,Clear,6,0,4
2025-01-05 04:00:00,4,18,49.9,Clear,6,0,4
2025-01-05 05:00:00,1,19,48.5,Cloudy,6,0,5
2025-01-05 05:00:00,2,16,52.1,Cloudy,6,0,5
2025-01-05 05:00:00,3,13,52.3,Cloudy,6,0,5
2025-01-05 05:00:00,4,16,51.4,Cloudy,6,0,5
2025-01-05 06:00:00,1,41,49.8,Clear,6,0,6
2025-01-05 06:00:00,2,32,44.5,Clear,6,0,6
2025-01-05 06:00:00,3,42,39.9,Clear,6,0,6
2025-01-05 06:00:00,4,53,44.5,Clear,6,0,6
2025-01-05 07:00:00,1,62,42.0,Clear,6,0,7
2025-01-05 07:00:00,2,56,29.2,Clear,6,0,7
2025-01-05 07:00:00,3,36,38.6,Clear,6,0,7
2025-01-05 07:00:00,4,52,,Clear,6,0,7
2025-01-05 08:00:00,1,77,24.8,Clear,6,0,8
2025-01-05 08:00:00,2,,37.3,Clear,6,0,8
2025-01-05 08:00:00,3,44,44.9,Clear,6,0,8
2025-01-05 08:00:00,4,55,33.2,Clear,6,0,8
2025-01-05 09:00:00,1,85,29.7,Clear,6,0,9
2025-01-05 09:00:00,2,57,42.2,Clear,6,0,9
